,Topic,Count,Name,Representation
86,85,19,85_shall_god_the_elias,"['shall', 'god', 'the', 'elias', 'rapture', 'of', 'will', 'jehovah', 'day', 'his']"
87,86,19,86_pryor_show_the_parent,"['pryor', 'show', 'the', 'parent', 'to', 'school', 'of', 'with', 'and', 'as']"
88,87,19,87_people_game_are_white,"['people', 'game', 'are', 'white', 'is', 'that', 'you', 'gender', 'not', 'it']"
89,88,18,88_staff_breakfast_very_location,"['staff', 'breakfast', 'very', 'location', 'nice', 'neccessary', 'apartment', 'room', 'was', 'amazing']"
90,89,18,89_christmas_angela_jesus_god,"['christmas', 'angela', 'jesus', 'god', 'nativity', 'we', 'our', 'of', 'the', 'in']"
91,90,18,90_camera_the_of_is,"['camera', 'the', 'of', 'is', 'in', 'to', 'british', 'american', 'that', 'are']"
92,91,18,91_resta_wwe_dario_match,"['resta', 'wwe', 'dario', 'match', 'wrestling', 'bret', 'the', 'was', 'and', 'in']"
93,92,17,92_light_crusoe_darkness_god,"['light', 'crusoe', 'darkness', 'god', 'stotra', 'he', 'app', 'in', 'his', 'the']"
94,93,17,93_his_film_jimmy_the,"['his', 'film', 'jimmy', 'the', 'is', 'he', 'to', 'her', 'of', 'in']"
95,94,16,94_ads_ad_cms_drupal,"['ads', 'ad', 'cms', 'drupal', 'military', 'trump', 'advertising', 'microsoft', 'gates', 'joomla']"
96,95,16,95_mattress_nectar_mattresses_zombie,"['mattress', 'nectar', 'mattresses', 'zombie', 'sleep', 'zombies', 'well', 'foam', 'as', 'breakthrough']"
97,96,15,96_children_we_my_our,"['children', 'we', 'my', 'our', 'god', 'me', 'us', 'them', 'to', 'when']"
98,97,15,97_love_insurance_you_it,"['love', 'insurance', 'you', 'it', 'my', 'we', 'your', 'to', 'life', 'and']"
99,98,15,98_allah_who_men_women,"['allah', 'who', 'men', 'women', 'wealth', 'those', 'him', 'whose', '2177', 'steadfast']"
100,99,15,99_bar_cocktail_bioligical_brandy,"['bar', 'cocktail', 'bioligical', 'brandy', 'and', 'the', 'enzymes', 'drinks', 'for', 'with']"
101,100,15,100_louboutin_sunglasses_replica_christian,"['louboutin', 'sunglasses', 'replica', 'christian', 'debt', 'frames', 'watches', 'students', 'shoes', 'pearls']"
102,101,15,101_vampire_twilight_vampires_bella,"['vampire', 'twilight', 'vampires', 'bella', 'her', 'buffy', 'she', 'dru', 'mary', 'that']"
103,102,14,102_acacius_church_francis_st,"['acacius', 'church', 'francis', 'st', 'of', 'the', 'his', 'mary', 'clare', 'was']"
104,103,14,103_incredibles_gh_movie_genie,"['incredibles', 'gh', 'movie', 'genie', 'pixar', 'movies', 'drm', 'yr', 'her', 'itunes']"
105,104,13,104_seraphim_cherubim_angel_seraphic,"['seraphim', 'cherubim', 'angel', 'seraphic', 'angels', 'sanobim', 'of', 'the', 'are', 'universe']"
106,105,13,105_if_you_dont_to,"['if', 'you', 'dont', 'to', 'people', 'writing', 'that', 'it', 'my', 'im']"
107,106,13,106_daughters_her_we_of,"['daughters', 'her', 'we', 'of', 'our', 'julia', 'parents', 'to', 'that', 'daughter']"
108,107,13,107_ufo_shaver_shavers_messier,"['ufo', 'shaver', 'shavers', 'messier', 'ufos', 'of', 'the', 'stars', 'was', 'to']"
109,108,13,108_christmas_holiday_my_holidays,"['christmas', 'holiday', 'my', 'holidays', 'to', 'for', 'family', 'year', 'and', 'on']"
110,109,12,109_fear_wisdom_god_lord,"['fear', 'wisdom', 'god', 'lord', 'may', 'of', 'which', 'gods', 'proverbs', 'the']"
111,110,12,110_debt_loan_credit_money,"['debt', 'loan', 'credit', 'money', 'payments', 'your', 'loans', 'financial', 'you', 'gdp']"
112,111,12,111_hotel_room_beach_very,"['hotel', 'room', 'beach', 'very', 'stay', 'rooms', 'lovely', 'staff', 'place', 'was']"
113,112,12,112_thy_praise_god_psalms,"['thy', 'praise', 'god', 'psalms', 'thee', 'worship', 'of', 'thou', 'psalm', 'the']"
114,113,11,113_dinosaurs_dinosaur_jurassic_alice,"['dinosaurs', 'dinosaur', 'jurassic', 'alice', 'them', 'dinos', 'figures', 'hatter', 'jack', 'the']"
115,114,11,114_anime_manga_series_naruto,"['anime', 'manga', 'series', 'naruto', 'japan', 'creators', 'video', 'comics', 'hyouka', 'episodes']"
116,115,10,115_season_negan_walking_dead,"['season', 'negan', 'walking', 'dead', 'caitlin', 'episode', 'savitar', 'rick', 'barry', 'show']"
117,116,10,116_us_we_soundcloud_our,"['us', 'we', 'soundcloud', 'our', 'god', 'in', 'will', 'st', 'to', 'love']"
