,Topic,Count,Name,Representation
0,-1,90,-1_the_to_and_of,"['the', 'to', 'and', 'of', 'in', 'is', 'for', 'you', 'on', 'are']"
1,0,24,0_the_of_and_to,"['the', 'of', 'and', 'to', 'media', 'in', 'is', 'for', 'be', 'or']"
2,1,19,1_the_to_of_and,"['the', 'to', 'of', 'and', 'in', 'you', 'for', 'is', 'are', 'with']"
3,2,18,2_the_to_and_of,"['the', 'to', 'and', 'of', 'you', 'in', 'for', 'is', 'that', 'are']"
