,Topic,Count,Name,Representation
0,-1,124,-1_the_and_to_of,"['the', 'and', 'to', 'of', 'in', 'is', 'that', 'for', 'we', 'you']"
1,0,12,0_the_of_to_in,"['the', 'of', 'to', 'in', 'and', 'that', 'is', 'for', 'be', 'are']"
2,1,11,1_the_and_to_of,"['the', 'and', 'to', 'of', 'is', 'in', 'that', 'for', 'are', 'with']"
