,Topic,Count,Name,Representation
0,-1,73,-1_the_and_to_of,"['the', 'and', 'to', 'of', 'in', 'that', 'is', 'you', 'it', 'for']"
1,0,160,0_the_to_and_of,"['the', 'to', 'and', 'of', 'in', 'that', 'is', 'you', 'for', 'it']"
2,1,68,1_the_to_and_of,"['the', 'to', 'and', 'of', 'in', 'that', 'for', 'is', 'it', 'you']"
3,2,25,2_the_and_to_of,"['the', 'and', 'to', 'of', 'in', 'that', 'you', 'is', 'it', 'be']"
4,3,25,3_the_and_to_of,"['the', 'and', 'to', 'of', 'in', 'my', 'is', 'for', 'it', 'that']"
