,Topic,Count,Name,Representation
0,-1,55,-1_the_and_to_of,"['the', 'and', 'to', 'of', 'is', 'in', 'that', 'you', 'for', 'it']"
1,0,19,0_the_to_and_of,"['the', 'to', 'and', 'of', 'in', 'for', 'are', 'is', 'or', 'you']"
2,1,10,1_the_to_you_and,"['the', 'to', 'you', 'and', 'of', 'is', 'your', 'in', 'are', 'that']"
