,Topic,Count,Name,Representation
56,55,46,55_silhouette_wound_ecg_devices,"['silhouette', 'wound', 'ecg', 'devices', 'app', 'temperature', 'monitoring', 'monitor', 'device', 'nelson']"
57,56,45,56_arthritis_joint_joints_pain,"['arthritis', 'joint', 'joints', 'pain', 'cartilage', 'fibromyalgia', 'hip', 'rheumatoid', 'knee', 'may']"
58,57,45,57_hair_transplant_scalp_grafts,"['hair', 'transplant', 'scalp', 'grafts', 'baldness', 'follicular', 'fue', 'donor', 'loss', 'forklift']"
59,58,45,58_bael_herb_used_claw,"['bael', 'herb', 'used', 'claw', 'it', 'mill', 'helps', 'plant', 'yam', 'sag']"
60,59,44,59_cpr_aid_course_aed,"['cpr', 'aid', 'course', 'aed', 'first', 'training', 'skills', 'swim', 'certification', 'courses']"
61,60,44,60_gynecology_obstetrics_womens_obgyn,"['gynecology', 'obstetrics', 'womens', 'obgyn', 'reproductive', 'women', 'gynecological', 'health', 'pregnancy', 'medical']"
62,61,44,61_braces_invisalign_teeth_aligners,"['braces', 'invisalign', 'teeth', 'aligners', 'color', 'dress', 'orthodontic', 'targetcom', 'morefind', 'read']"
63,62,44,62_orthodontic_teeth_braces_orthodontics,"['orthodontic', 'teeth', 'braces', 'orthodontics', 'recycling', 'invisalign', 'treatment', 'smile', 'orthodontist', 'your']"
64,63,44,63_infections_antibiotic_paralysis_bacterial,"['infections', 'antibiotic', 'paralysis', 'bacterial', 'generic', 'treat', 'acne', 'zyvox', 'used', 'you']"
65,64,42,64_amino_tyrosine_creatine_acids,"['amino', 'tyrosine', 'creatine', 'acids', 'muscle', 'anxiety', 'protein', 'acid', 'supplements', 'atp']"
66,65,42,65_cks2_protein_cell_membrane,"['cks2', 'protein', 'cell', 'membrane', 'cathepsin', 'proteins', 'gene', 'flowers', 'apoptosis', 'cells']"
67,66,41,66_report_member_gregorian_her,"['report', 'member', 'gregorian', 'her', 'calendar', 'more', 'november', 'responsewhat', 'teen', 'from']"
68,67,40,67_dubai_hospitals_hospital_bariatric,"['dubai', 'hospitals', 'hospital', 'bariatric', 'medical', 'surgery', 'india', 'tmd', 'weight', 'doctors']"
69,68,39,68_snoring_sleep_apnea_cpap,"['snoring', 'sleep', 'apnea', 'cpap', 'airway', 'breathing', 'nasal', 'snore', 'osa', 'your']"
70,69,38,69_trauma_ptsd_traumatic_and,"['trauma', 'ptsd', 'traumatic', 'and', 'mental', 'stress', 'disaster', 'birth', 'of', 'counseling']"
71,70,38,70_speech_language_stuttering_oklahoma,"['speech', 'language', 'stuttering', 'oklahoma', 'research', 'she', 'speechlanguage', 'nonfinancial', 'disorders', 'communication']"
72,71,37,71_gastric_weight_loss_bariatric,"['gastric', 'weight', 'loss', 'bariatric', 'stomach', 'surgery', 'bypass', 'sleeve', 'band', 'procedure']"
73,72,37,72_pads_baits_pouch_catfish,"['pads', 'baits', 'pouch', 'catfish', 'incontinence', 'tubing', 'catheter', 'rectangular', 'needle', 'bluegill']"
74,73,36,73_wound_dressing_dressings_wounds,"['wound', 'dressing', 'dressings', 'wounds', 'adhesive', 'tape', 'bandage', 'loan', 'business', 'fibrin']"
75,74,34,74_pharmacy_pharmacist_pharmacists_cents,"['pharmacy', 'pharmacist', 'pharmacists', 'cents', 'technician', 'learners', 'pharmaceutical', 'care', 'health', 'and']"
76,75,33,75_ear_ent_otolaryngology_surgery,"['ear', 'ent', 'otolaryngology', 'surgery', 'neck', 'throat', 'ears', 'hearing', 'head', 'dashboardotolaryngology']"
77,76,32,76_reiki_energy_healing_session,"['reiki', 'energy', 'healing', 'session', 'iyashi', 'body', 'pranic', 'bracelet', 'master', 'usui']"
78,77,32,77_thyroid_iodine_hormone_levels,"['thyroid', 'iodine', 'hormone', 'levels', 'gland', 'adrenal', 'profile', 'cortisol', 'test', 'parathyroid']"
79,78,31,78_liver_hepatitis_symptoms_hcv,"['liver', 'hepatitis', 'symptoms', 'hcv', 'disease', 'jaundice', 'cirrhosis', 'property', 'infection', 'copper']"
80,79,31,79_naturopathic_holmes_holistic_his,"['naturopathic', 'holmes', 'holistic', 'his', 'he', 'medicine', 'mr', 'natural', 'hosmer', 'was']"
81,80,30,80_dermatology_skin_she_dermatologic,"['dermatology', 'skin', 'she', 'dermatologic', 'mohs', 'dermatitis', 'bond', 'burnaby', 'powder', 'aggarwal']"
82,81,30,81_hilton_information_my_personal,"['hilton', 'information', 'my', 'personal', 'campground', 'honors', 'we', 'our', 'alburtis', 'you']"
83,82,30,82_fat_liposuction_lift_procedure,"['fat', 'liposuction', 'lift', 'procedure', 'pad', 'thigh', 'surgery', 'lipo', 'skin', 'butt']"
84,83,29,83_tooth_teeth_fillings_filling,"['tooth', 'teeth', 'fillings', 'filling', 'dental', 'bonding', 'it', 'decay', 'that', 'can']"
85,84,29,84_dental_pediatric_dentist_teeth,"['dental', 'pediatric', 'dentist', 'teeth', 'child', 'childs', 'dentistry', 'kids', 'children', 'oral']"
86,85,29,85_rare_research_dmcc_nih,"['rare', 'research', 'dmcc', 'nih', 'rdcrn', 'genetics', 'data', 'diseases', 'foa', 'application']"
87,86,29,86_sequences_alignment_god_data,"['sequences', 'alignment', 'god', 'data', 'metabolomics', 'vizio', 'computational', 'alignments', 'bioinformatics', 'within']"
88,87,28,87_mental_psychiatric_psychiatrist_health,"['mental', 'psychiatric', 'psychiatrist', 'health', 'behavioral', 'nurse', 'services', 'outpatient', 'and', 'community']"
89,88,28,88_incivility_he_radley_was,"['incivility', 'he', 'radley', 'was', 'his', 'university', 'students', 'faculty', 'in', 'medical']"
90,89,28,89_rna_pcr_dna_kit,"['rna', 'pcr', 'dna', 'kit', 'mirna', 'ez1', 'samples', 'expression', 'purified', 'gene']"
91,90,27,90_college_dental_candidates_bangladesh,"['college', 'dental', 'candidates', 'bangladesh', 'pakistan', 'medical', 'was', 'students', 'university', 'mbbs']"
92,91,27,91_hypoxia_altitude_prof_his,"['hypoxia', 'altitude', 'prof', 'his', 'he', 'was', 'gustavo', 'zubietacalleja', 'at', 'dr']"
93,92,26,92_whitening_teeth_dental_smile,"['whitening', 'teeth', 'dental', 'smile', 'stains', 'bleaching', 'tooth', 'gel', 'trays', 'inoffice']"
94,93,26,93_psychology_psychologists_research_students,"['psychology', 'psychologists', 'research', 'students', 'degree', 'doctoral', 'clinical', 'psychological', 'program', 'phd']"
